Make,Model,Year,Engine,Seating,Price
Honda,Civic  EXi Automatic,1996,1500,5,8.7
Nissan,Moco  S,2015,660,4,19.4
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2019,1500,5,34.99
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,92
Nissan,March  Rafeet,2007,1300,5,12.5
Honda,City 5th Generation Aspire 1.5 i-VTEC,2015,1500,5,25.5
Honda,Civic Reborn ,2007,1600,5,18.75
Toyota,C-HR  ,2017,1800,5,66
Suzuki,Alto  VXR (CNG),2005,1000,4,8.5
Toyota,Vitz  F 1.3,2012,1300,5,19
Suzuki,Baleno  JXR,2005,1300,5,7
Suzuki,Mehran  VX,2006,800,4,4.9
Toyota,Corolla  GLi Limited Edition 1.3 VVTi,2010,1300,5,19.2
Toyota,Corolla  DX Saloon,1986,1300,5,11.5
Toyota,Corolla  GLi 1.3 VVTi,2012,1300,5,23
Suzuki,Mehran  VX Euro II,2013,796,4,8
Daewoo,Racer  Base Grade 1.5,1993,1500,5,3
Toyota,Aqua  G LED Soft Leather Selection ,2012,1500,5,28
BMW,3 Series  316i,2013,1600,6,65
Honda,Civic  Oriel,2022,1500,5,69.5
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,34.5
Toyota,Corolla  GLi 1.3 VVTi,2012,1300,5,22.5
Suzuki,Swift  GLX CVT,2022,1200,5,38.75
Suzuki,Alto  VXR,2020,660,4,20.1
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2010,1800,5,26.5
FAW,X-PV  Dual AC,2018,1000,8,9.81
Toyota,Corolla  Altis Grande CVT-i 1.8,2016,1800,5,35.25
Honda,City 5th Generation 1.3 i-VTEC,2012,1300,5,23
Suzuki,APV  GLX,2011,1500,8,20
Toyota,Prado 120 Series TX Limited 3.4,2003,3400,7,94
Toyota,Prius  G 1.8,2013,1800,5,34
Honda,BR-V  i-VTEC S,2022,1500,7,47.25
Suzuki,Liana  RXi (CNG),2008,1300,4,11
Suzuki,Liana  RXi (CNG),2008,1300,4,11
Honda,Civic Reborn VTi Oriel 1.8 i-VTEC,2007,1800,5,16.5
MG,HS  Trophy,2021,1500,5,72
Suzuki,Mehran  VX Euro II,2017,796,4,12.2
DFSK,Glory 580  Pro,2021,1500,7,56
Honda,Civic  VTi Oriel 1.6,2003,1600,6,12.95
Toyota,Starlet  1.3,1997,1300,5,12.5
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2009,1800,5,21.5
Suzuki,Wagon R  VXL,2017,1000,5,19.5
Honda,City 5th Generation 1.3 i-VTEC Prosmatec,2018,1300,5,30.5
Toyota,Vitz  F 1.0,2000,1000,5,13
Honda,Civic  VTi Prosmatec 1.8 i-VTEC,2012,1800,5,17.5
Suzuki,Alto  VXR,2021,660,4,20.5
Honda,Civic Eagle Eye VTi 1.6,2005,1600,6,12.95
Toyota,Hilux  Vigo Champ TRD Sportivo ,2013,3000,5,60
Toyota,Prado 90 Series RZ 3.0D (3-Door),1996,3000,7,26.7
Mitsubishi,Minica  Lyra,2008,660,4,11.55
Honda,City  1.3 i-VTEC,2021,1300,5,31.8
Toyota,Passo  + Hana 1.0,2015,1000,5,26.3
Toyota,Corolla Fielder  Hybrid,2014,1500,5,38
Toyota,Vitz  B Intelligent Package 1.0,2010,1000,5,18.9
Suzuki,Mehran  VX,2011,800,4,7.45
Toyota,Corolla  Altis 1.8,2010,1800,5,23.5
Suzuki,Cultus  EURO II,2013,1000,5,13.4
Mitsubishi,Lancer  GLX Automatic 1.3,2005,1300,5,11.85
Toyota,Aqua  S,2015,1500,5,36
Toyota,Corolla  Altis X Automatic 1.6,2021,1600,5,49.5
Suzuki,Swift  DLX 1.3,2018,1300,5,21.75
Honda,Civic  VTi Oriel 1.6,1999,1600,6,15
Toyota,Corolla  XE-G,2001,1300,5,11.5
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,54.95
Toyota,Corolla Axio  Hybrid 1.5,2017,1500,5,48.5
Toyota,Land Cruiser 100 Series VX Limited 4.2D,2000,4200,7,75
Hyundai,Santro  Club,2004,1000,5,7.95
KIA,Sportage  AWD,2021,2000,5,64
Suzuki,Mehran  VX Euro II,2012,800,4,8.05
Honda,City  1.5L CVT,2022,1500,5,45.75
Suzuki,Cultus  VXR,2006,1000,5,7.25
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,60
Suzuki,Liana  RXi,2007,1300,4,10
Toyota,Surf  SSR-X 2.7,1999,2700,7,41.5
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,32
Toyota,Hilux  Revo V Automatic 3.0 ,2021,3000,5,87
Suzuki,Liana  RXi,2007,1300,4,11.2
Suzuki,Cultus  VXRi,2008,1000,5,9.5
Toyota,Belta  G 1.3,2007,1300,5,21
Suzuki,Swift  XG L Package 1.3,2022,1200,5,34.1
KIA,Picanto  1.0 AT,2022,1000,5,31.5
Toyota,Corolla  SE Limited,1990,1500,5,13.2
Toyota,Prado 90 Series RX 2.7 (3-Door),1999,2700,7,32
Toyota,Vitz  F Smile Edition 1.0,2012,1000,5,24.9
Toyota,Corolla  GLi Automatic Limited Edition 1.6 VVTi,2013,1600,5,26.5
Honda,City 5th Generation 1.3 i-VTEC,2017,1300,5,27.3
Toyota,Aqua  ,2014,1500,5,31
Toyota,Corolla Axio  X 1.5,2007,1500,5,27.5
Toyota,Corolla  GLi Automatic 1.3 VVTi,2019,1300,5,35
Toyota,Corolla  Altis Automatic 1.6,2020,1600,5,40.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,38.75
Toyota,Passo  X,2019,1000,5,31
Toyota,Premio  F L Package 1.5,2005,1500,5,25
Toyota,Corolla Fielder  X G Edition,2007,1500,5,25
Toyota,Corolla Fielder  Hybrid G Aerotourer,2015,1500,5,47
Toyota,Corolla Axio  X 1.5,2006,1500,5,27
Toyota,Corolla  GLi 1.3 VVTi,2011,1300,5,16.5
Toyota,Passo  X L Package,2018,1000,5,
Toyota,Fortuner  Legender ,2022,2800,7,
Honda,Vezel  Hybrid RS Sensing ,2018,1500,5,
Toyota,C-HR  ,2017,1800,5,
Toyota,Corolla Cross  Premium High Grade,2019,1800,5,78
Honda,Civic  VTi Oriel Prosmatec 1.8 i-VTEC,2012,1800,5,26
Suzuki,Wagon R  ,2016,660,5,21
Toyota,Aqua  S,2013,1500,5,30
Honda,City 5th Generation 1.3 i-VTEC Prosmatec,2018,1300,5,30
Toyota,Land Cruiser 100 Series VX Limited 4.2D,2004,4200,7,95
Suzuki,Mehran  VXR,2009,800,4,7.05
Honda,Vezel  Hybrid Z,2015,1500,5,43
Honda,City  1.3 i-VTEC,2020,1300,5,31.7
Toyota,Raize  Z,2020,1000,5,52
Toyota,Raize  Z,2019,1000,5,52
Toyota,Surf  SSR-G 3.0D,1992,3000,7,32
Toyota,Corolla Assista  X,2006,1500,5,22.5
Daihatsu,Rocky  ,2020,1000,5,47.5
KIA,Picanto  1.0 MT,2021,1000,5,21.5
Suzuki,Wagon R  VXL,2021,1000,5,23.9
Toyota,Vitz  F 1.0,2015,1000,5,27.5
Toyota,Hilux  D-4D Automatic,2013,3000,5,49.5
Suzuki,Mehran  VX,2011,800,4,5.5
Suzuki,Wagon R  VXL,2018,1000,5,17.9
Suzuki,Swift  DLX 1.3,2013,1300,5,15.6
Toyota,Hiace  TRH 224,2017,2700,16,74
Honda,Vezel  Hybrid Z Sensing ,2017,1500,5,68.5
Toyota,Corolla  Altis Automatic 1.6,2015,1600,5,30.75
Daihatsu,Terios  4x2 Automatic,2010,1500,7,30
Honda,Civic Eagle Eye EXi,2005,1500,5,10.5
Suzuki,Hustler  G Turbo,2016,660,4,22.5
Toyota,Yaris  ATIV X CVT 1.5,2020,1500,5,38
Mitsubishi,Pajero  Exceed 3.5,1993,3500,7,23.4
Honda,City  i-DSI,2004,1300,7,11.94
Toyota,Corolla  GLi 1.3 VVTi,2014,1300,5,25.5
Toyota,Surf  SSR-X 3.4,2003,3400,7,72.5
Volkswagen,Beetle Foxy 1100,1990,1100,4,2.8
Suzuki,Swift  DX 1.3,2011,1300,5,15.5
Suzuki,Alto  VXR,2005,1000,4,8
Toyota,Hilux  Vigo Champ G,2013,2500,5,50
Honda,Civic EK VTi Automatic 1.6,1997,1600,6,8.5
Chevrolet,Optra  1.6 Automatic,2005,1600,6,10.5
Chery,Tiggo 8 Pro  1.6 DEX Plus,2022,1600,6,84.5
Suzuki,Mehran  VXR Euro II,2016,796,4,8.6
Nissan,Sunny  EX Saloon 1.6,1989,1000,5,4.5
BAIC,BJ40  ,1980,3000,5,13.5
Suzuki,Cultus  VXR,2018,1000,5,27.5
Honda,City  EXi Neo 1.5,2000,1500,5,10.5
Suzuki,Hustler  A,2017,660,4,23.95
Suzuki,Cultus  VXR,2003,1000,5,6.5
Toyota,Corolla  Altis Automatic 1.6,2019,1600,5,38.5
Honda,City 5th Generation Aspire 1.5 i-VTEC,2013,1500,5,24
Suzuki,Wagon R  VXL,2022,1000,5,25.95
Hyundai,Santro  Club,2003,1000,5,8.95
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,34.5
Toyota,Mark II  Grande 2.0,1987,2000,5,8
Toyota,Mark II  Grande 2.5,1987,2000,5,8
Toyota,Yaris  ATIV CVT 1.3,2022,1300,5,40
Suzuki,Cultus  EURO II,2015,1000,5,14.6
Honda,Civic EK EXi,1998,1500,5,8.75
Suzuki,Cultus  VXRi,2008,1000,5,7.9
Mazda,RX8  Type S,2006,1300,4,18.5
Suzuki,Vitara  GL+ 1.6,2018,1600,5,39
Hyundai,Other  ,1994,1300,,5
Nissan,120 Y  ,1971,1300,5,4.5
Suzuki,Liana  RXi,2010,1300,4,10.9
Honda,Vezel  Hybrid Z Sensing ,2017,1500,5,
Suzuki,Every  ,2013,660,4,17
Toyota,Premio  F L Package Prime Selection 1.5,2009,1500,5,35.7
Suzuki,Cultus  Limited Edition,2016,1000,5,15.5
Toyota,Corolla 9th Generation GLi 1.3,2007,1300,5,16.2
Toyota,Corolla  2.0D Saloon,2004,2000,5,13
Changan,Karvaan  Plus,2021,1000,8,24.5
Suzuki,Wagon R  VXL,2018,1000,5,18.7
Honda,BR-V  i-VTEC S,2022,1500,7,50
Toyota,Passo  + Hana 1.0,2015,1000,5,22.5
Honda,Fit  1.5 Hybrid Base Grade ,2014,1500,5,28.5
BAIC,BJ40 Plus  Honorable Edition,2022,2000,5,88
Suzuki,Alto  VXR,2005,1000,4,8.25
Toyota,Corolla  GLi 1.3 VVTi,2011,1300,5,21.75
Honda,Civic  RS,2022,1500,5,80
Suzuki,Alto  VXR,2019,660,4,18.5
KIA,Classic  LX,2005,1323,5,5.55
Honda,BR-V  i-VTEC S,2022,1500,7,48
Suzuki,Khyber  GA,1996,1000,5,4.1
Toyota,Corolla  Altis Grande CVT-i 1.8,2016,1800,5,32.5
KIA,Sportage  AWD,2019,2000,5,60
Suzuki,Wagon R  VXL,2016,1000,5,16.9
Daihatsu,Boon  1.3 CX,2012,1300,5,24.8
Toyota,Raize  Z,2019,1000,5,56
KIA,Sportage  Alpha,2021,2000,5,59
Honda,City  1.2L M/T,2022,1200,5,36.9
Jeep,M 151  Standard,1985,2000,5,10
Toyota,Corolla  XLi VVTi,2013,1300,5,22.9
Suzuki,Bolan  VX Euro II,2017,800,5,12.3
KIA,Sportage  Alpha,2021,2000,5,59
Toyota,Hiace  TRH 224,2017,2700,16,74
Suzuki,Mehran  VXR,2006,800,4,5.5
Toyota,Hiace  TRH 224,2018,2700,16,77
Toyota,Corolla  GLi 1.3 VVTi,2010,1300,5,22.3
Suzuki,Wagon R  VXL,2018,1000,5,18.7
Suzuki,Alto  VXR,2021,660,4,22.3
Suzuki,Wagon R  Hybrid FZ,2018,660,5,30.5
Suzuki,Jimny  ,2007,660,5,20.5
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2011,1800,5,23.25
Toyota,Fortuner  2.7 VVTi,2017,2700,7,98
Toyota,Corolla  XLi VVTi,2011,1300,5,15.9
Toyota,Corolla 9th Generation GLi 1.3,2006,1300,5,17.75
Honda,City 5th Generation Aspire Prosmatec 1.3 i-VTEC,2017,1300,5,31.5
Toyota,Corolla  Altis Automatic 1.6,2018,1600,5,36
Honda,City 5th Generation 1.3 i-VTEC Prosmatec,2018,1300,5,31.5
Haval,H6  High,2021,1500,6,80
Toyota,Corolla  2.0D Saloon,2004,2000,5,20
Toyota,Corolla  Altis Grande CVT-i 1.8,2016,1800,5,38.5
Honda,Civic EK VTi 1.6,1997,1600,6,9.3
Subaru,Pleo  A,2007,660,4,11.5
Daihatsu,Mira  ES,2017,660,4,23.5
KIA,Stonic  EX+,2021,1400,5,47.25
Toyota,Passo  X L Package,2016,1000,5,26
Nissan,AD Van  1.3 DX,2006,1300,5,12.95
Toyota,Corolla  GLi 1.3 VVTi,2009,1300,5,20
Nissan,Qashqai  SL,2011,2000,5,33.5
Toyota,Surf  SSR-X 3.0D,1995,3000,7,21
Toyota,Corolla  GLi Limited Edition 1.3 VVTi,2011,1300,5,19.58
Toyota,Vitz  F 1.0,2011,1000,5,22.5
Suzuki,Wagon R  VXL,2018,1000,5,22
Honda,Civic EG EX,1995,1500,5,6
Toyota,Corolla  GLi Automatic 1.3 VVTi,2015,1300,5,30
Honda,City 5th Generation 1.3 i-VTEC,2012,1300,5,21.5
Suzuki,Cultus  VXR,2017,1000,5,20.5
Mercedes,Benz E Class 4th (W212) Generation E200,2011,2000,5,95
Toyota,Passo  X,2018,1000,5,32.5
Honda,BR-V  i-VTEC S,2019,1500,7,38
Honda,Civic Rebirth Oriel Prosmatec UG,2015,1800,5,35
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,49.6
Suzuki,Mehran  VX,2011,800,4,6
Hyundai,Elantra  GLS,2021,2000,5,51.95
Suzuki,Alto  VX,2022,660,4,20
Toyota,Corolla  Altis CVT-i 1.8,2015,1800,5,34.5
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,
Toyota,Corolla  GLi 1.3 VVTi,2015,1300,5,30
Toyota,Corolla  Altis Grande CVT-i 1.8,2017,1800,5,38.75
Toyota,Corolla  XLi VVTi,2012,1300,5,18.5
Toyota,Surf  ,1990,2800,7,17.5
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,66.6
Toyota,Corolla  Altis 1.8,2016,1800,5,36
Suzuki,Alto  VXR (CNG),2010,1000,4,11.15
Toyota,Passo  ,2013,1000,5,21.8
Honda,City 5th Generation 1.3 i-VTEC,2014,1300,5,22.8
Toyota,Corolla  2.0D,2000,2000,5,9.5
Toyota,iQ  ,2008,1000,2,16
Toyota,Corolla  XLi VVTi Ecotec,2011,1300,5,23.5
Suzuki,Wagon R  AGS,2021,1000,5,26
Nissan,AD Van  1.3 GX,2006,1300,5,13.25
Suzuki,Alto  VXR,2005,1000,4,6.49
Suzuki,Wagon R  VXR,2016,1000,5,17.7
Toyota,Hilux  Revo G 2.8,2015,2800,5,83.5
Daihatsu,Boon  1.0 CL Limited,2009,1000,5,16.5
Toyota,Mark X  300 G S Package,2006,3000,5,34.7
Toyota,Corolla  GLi Automatic 1.6 VVTi,2011,1600,5,23.5
Suzuki,Alto  VXR,2021,660,4,20.8
Subaru,Stella  L LIMITED,2007,660,5,11.75
Suzuki,Swift  DLX 1.3 Navigation ,2018,1300,5,20.4
Suzuki,Cultus  VXR (CNG),2000,1000,5,6.2
Suzuki,Cultus  VXR,2000,1000,5,6.2
Suzuki,Mehran  VXR Euro II,2017,796,4,10.5
Honda,BR-V  i-VTEC S,2017,1500,7,34.5
Toyota,Vitz  F 1.0,2017,1000,5,32.5
Toyota,Hilux  Vigo Champ G,2013,2700,5,52.5
Honda,HR-V  VTi-S,2022,1500,5,
Suzuki,Alto  VXR,2021,660,4,21
Suzuki,Mehran  VXR (CNG),2008,800,4,6.35
Honda,City  1.2L M/T,2021,1200,5,36
Suzuki,Cultus  EURO II,2015,1000,5,14.45
Toyota,Hilux  Vigo G,2007,3000,5,34
Honda,Civic Rebirth Oriel Prosmatec UG,2013,1800,5,27
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,58.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,55.9
Toyota,Aqua  L,2018,1500,5,43
Jeep,CJ 5  2.5,2022,2200,4,20.15
Suzuki,Alto  VXR,2022,660,4,21.15
Toyota,Corolla  Altis Cruisetronic 1.6,2013,1600,5,27.2
Suzuki,Bolan  VX Euro II,2021,800,5,15.5
Toyota,Corolla  2.0D,2000,2000,5,11.9
Honda,Accord  EX,1993,1900,5,11
Suzuki,Alto  VXR,2022,660,4,22.49
MG,HS  1.5 Turbo,2021,1500,5,62
Honda,Vezel  Hybrid Z Style Edition,2015,1500,5,48
Toyota,Prado 90 Series TZ 3.0D,1996,3000,7,40
Toyota,Yaris  ATIV MT 1.3,2020,1300,5,32.25
Toyota,Hiace  Grand Cabin,2017,2700,16,69.5
Daihatsu,Mira  ES,2012,660,4,19
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,46.45
Honda,City 5th Generation Aspire 1.5 i-VTEC,2014,1500,5,24
KIA,Sportage  AWD,2020,2000,5,67
United,Alpha  1.0 Manual,2021,1000,5,13.8
Toyota,Prado  TX Limited 2.7,2013,2700,7,
Toyota,Land Cruiser  ,1983,4200,7,14.5
Toyota,Fortuner  2.7 V,2013,2700,7,60
Suzuki,Alto  TURBO RS,2017,660,4,30
Honda,City 5th Generation 1.3 i-VTEC,2013,1300,5,20.2
Toyota,Prius  ,2010,1500,5,25
Mitsubishi,I  G,2012,660,7,11.5
Toyota,Vitz  F M Package 1.0,2017,1000,5,32.75
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42.5
Suzuki,Cultus  Limited Edition,2008,1000,5,8.1
Toyota,Prado 90 Series ,2000,3000,7,43
Toyota,Camry  G LIMITED EDITION,2002,2400,5,16.95
Haval,H6  1.5T,2022,1500,6,85
Honda,Vezel  Hybrid X L Package,2014,1500,5,39
Suzuki,Jimny  ,2010,660,5,24
Suzuki,Wagon R  AGS,2022,1000,5,27
Daihatsu,Cuore  CX,2004,800,5,8.25
Honda,City  1.3 i-VTEC,2009,1300,5,18.5
Toyota,Premio  X 1.8,2007,1800,5,32
Daihatsu,Cast  Style G SA III,2021,660,7,29.3
Toyota,Crown  Royal Saloon G,2006,3000,5,78
KIA,Picanto  1.0 MT,2021,1000,5,26.6
Honda,Accord  CL9,2006,2400,5,16.4
Honda,City  1.3 i-VTEC,2021,1300,5,32.6
Toyota,Corolla  XLi VVTi,2010,1300,5,17.2
Suzuki,Alto  VXR,2022,660,4,22.2
Suzuki,Bolan  VX Euro II,2022,800,5,15.3
Lexus,RX Series  450h,2010,3500,5,92
Hyundai,Tucson  FWD A/T GLS Sport,2022,2000,5,71
Suzuki,Mehran  VXR (CNG),2008,800,4,5.7
Suzuki,Alto  VP,2011,660,4,14.86
Suzuki,Mehran  VX Euro II,2014,796,4,8.5
Toyota,Corolla  Altis X Automatic 1.6,2021,1600,5,42.95
Suzuki,Alto  VXR,2012,1000,4,8.6
Hyundai,Santro  Club,2006,1000,5,8.9
KIA,Sportage  FWD,2020,2000,5,60.9
Toyota,Corolla  Altis Grande 1.8,2014,1800,5,32
Suzuki,Khyber  GA,1999,1000,5,5.6
KIA,Sportage  FWD,2020,2000,5,60.9
Proton,Saga  1.3L Standard A/T,2022,1300,5,29.99
Toyota,Corolla Indus SE Limited,1999,1500,5,13.2
Honda,City  1.5L ASPIRE CVT,2022,1500,7,44.9
Toyota,Aqua  G GR Sports,2018,1500,5,45
Suzuki,Swift  DLX Automatic 1.3 Navigation,2021,1300,5,28.5
Hyundai,Santro  Exec GV,2005,1000,5,8.85
Toyota,Corolla Assista  X,2006,1300,5,20.5
Suzuki,Mehran  VX,1998,800,4,5.1
Suzuki,Liana  RXi (CNG),2010,1300,4,13.5
Suzuki,Mehran  VX,2011,800,4,5.3
Suzuki,Cultus  VXL,2017,1000,5,15
Toyota,Corolla  XLi VVTi,2012,1300,5,22
Honda,Accord  EX,1994,1900,5,7.8
Toyota,Passo  X L Package,2014,1000,5,24.9
KIA,Picanto  1.0 MT,2021,1000,5,24
Mercedes,Benz C Class  ,2009,2500,5,44
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,61.1
Toyota,Vitz  F 1.3,2000,1300,5,13.8
Toyota,Corolla  Altis X Manual 1.6,2021,1600,5,41.7
Suzuki,Wagon R  VXL,2022,1000,5,24.5
Toyota,Corolla  Altis X Manual 1.6,2021,1600,5,43
MG,HS  1.5 Turbo,2020,1500,5,60
Suzuki,Wagon R  VXL,2019,1000,5,18.5
Suzuki,Alto  VXR (CNG),2008,1000,4,10.5
Suzuki,Swift  DLX 1.3 Navigation ,2019,1300,5,24.9
Mercedes,Benz E Class 3rd (W211) Generation E200,2005,1800,5,33.5
Honda,City  1.5L ASPIRE CVT,2022,1500,7,45
Honda,Civic  Oriel 1.8 i-VTEC CVT,2020,1800,5,49.8
Suzuki,Swift  DLX 1.3,2015,1300,5,16.7
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,59.5
Toyota,Prius  S 1.8,2015,1800,5,47.5
Toyota,Hilux  Double Cab,1998,3000,5,19
Toyota,Prado  TX 2.7,2002,2700,7,65
Toyota,Prado 120 Series TZ 3.4,2004,3400,7,75
Honda,Civic  VTi Oriel Prosmatec 1.8 i-VTEC,2012,1800,5,23.65
Toyota,Corolla 9th Generation XLi,2006,1300,5,17.5
Toyota,Aqua  L,2015,1500,5,33
Honda,City  1.3 i-VTEC,2019,1300,5,32.5
Suzuki,Alto  VXR (CNG),2009,1000,4,9
Honda,City 5th Generation Aspire Prosmatec 1.5 i-VTEC,2018,1500,5,32.5
Toyota,Premio  X EX Package 1.8,2007,1800,5,42
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,40.5
Suzuki,Mehran  VX (CNG),2007,800,4,6.8
Suzuki,Mehran  VX,1992,800,4,3
Toyota,Yaris  GLI CVT 1.3,2021,1300,5,34.85
Toyota,Vitz  F 1.0,2010,1000,5,20.25
Suzuki,Bolan  VX,1989,800,5,3
Suzuki,Swift  GL CVT,2022,1200,5,34.5
Toyota,Corolla 9th Generation ,2007,1300,5,18.9
Toyota,Corolla  Altis Grande CVT-i 1.8,2016,1800,5,34.2
Toyota,Prius  S 1.8,2010,1800,5,31.5
Honda,City  i-DSI,2007,1300,7,18
Daihatsu,Charade  ,1988,1000,4,4.45
Toyota,Corolla  GLi 1.3 VVTi,2011,1300,5,21.75
Honda,Vezel  Hybrid Z Sensing ,2015,1500,5,46.5
Suzuki,Alto  VXL AGS,2019,660,4,22
Daihatsu,Cast  Style G SA III,2018,660,7,27.85
Suzuki,Margalla  ,1995,1500,5,4.8
Suzuki,Alto  GII,2007,660,4,13.5
Honda,City  1.5L CVT,2022,1500,5,41.5
Suzuki,Margalla  ,1993,1300,5,7
Suzuki,Swift  GLX CVT,2022,1200,5,41
Toyota,Vitz  F 1.0,2007,1000,5,18.5
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,32
Toyota,Passo  X L Package S ,2018,1000,5,28
Toyota,Corolla  GLi Automatic 1.6 VVTi,2012,1600,5,25.5
Suzuki,Mehran  VXR Euro II,2018,796,4,10.9
Daihatsu,Cuore  ,2003,800,5,6.5
Suzuki,Mehran  VX Euro II,2017,796,4,11.5
Suzuki,Cultus  Limited Edition,2016,1000,5,16.45
Suzuki,Cultus  VXR,2004,1000,5,7.7
Toyota,Prado  TX 2.7,2012,2700,7,
DFSK,Glory 580  Pro,2022,1500,7,56.5
Suzuki,Mehran  VXR Euro II,2017,796,4,11
Toyota,Fortuner  2.7 VVTi,2014,2700,7,78
Toyota,Corolla  GLi 1.3 VVTi,2016,1300,5,27.9
Suzuki,Swift  GL CVT,2022,1200,5,34.5
KIA,Sportage  FWD,2022,2000,5,65
Honda,Civic Eagle Eye EXi Prosmatec,2005,1500,5,16.75
Toyota,Rav4  ,2002,2400,5,22.75
Suzuki,Cultus  ,2007,1000,5,7
Toyota,Aqua  S,2014,1500,5,30.5
Honda,BR-V  i-VTEC S,2018,1500,7,34
Honda,Life  C Special Edition Comfort Special,2014,660,4,18.5
Honda,Civic  VTi 1.6,2001,1600,6,11
Toyota,Prado  TZ G 3.4,2002,3378,7,58
Toyota,Mark II  Grande 2.0,2003,2000,5,21
Suzuki,Cultus  VXR,2018,1000,5,21.5
Toyota,Corolla  GLi 1.3 VVTi,2013,1300,5,20.5
Proton,Saga  1.3L Ace A/T,2022,1300,5,28.9
Toyota,Corolla  XLi VVTi,2017,1300,5,29
Toyota,Corolla Fielder  Hybrid G,2018,1500,5,55
Honda,Civic Rebirth VTi Prosmatec 1.8 i-VTEC,2014,1800,5,27
Willys,M38  ,1963,2200,3,16
Suzuki,Wagon R  Hybrid FZ,2018,660,5,29.5
Honda,Civic Reborn VTi Oriel 1.8 i-VTEC,2010,1800,5,16.35
Daihatsu,Terios  4x4,2013,1600,7,33.5
Toyota,Corolla  X 1.5,2004,1500,5,24.5
Suzuki,Cultus  EURO II,2013,1000,5,13.5
Suzuki,Alto  VXR,2022,660,4,19.5
Toyota,Passo  X L Package,2016,1000,5,33.75
Suzuki,Alto  F,2015,660,4,20
Mercedes,Benz S Class  300SEL,1984,3000,5,24.75
Suzuki,Alto  VXL AGS,2022,660,4,25.5
Toyota,Corolla  Altis Automatic 1.6,2018,1600,5,39.5
Suzuki,Margalla  GL,1995,1300,5,5.6
KIA,Picanto  1.0 MT,2021,1000,5,24.65
Honda,City  VTEC Steermatic,2006,1500,5,15.8
Toyota,Aqua  G,2019,1500,5,51.5
Honda,Civic Rebirth VTi Prosmatec 1.8 i-VTEC,2013,1800,5,24
Toyota,Corolla  GLi Limited Edition 1.3 VVTi,2010,1300,5,20
Honda,Vezel  Hybrid Z,2014,1500,5,43
Toyota,Surf  SSR-G 3.0D,2001,3000,7,42
Toyota,Passo  + Hana 1.0,2016,1000,5,23
Toyota,Corolla  GLi 1.3 VVTi,2019,1300,5,35
Suzuki,Cultus  VXR (CNG),2007,1000,5,8.5
Suzuki,Cervo  TX,2007,660,4,12
Toyota,Vitz  FL 1.0,2004,1000,5,17
Toyota,Fortuner  2.7 VVTi,2018,2700,7,99.9
Mercedes,Benz C Class  C200 CDI,2003,2100,7,19
Suzuki,Mehran  VX (CNG),2010,800,4,5.3
Toyota,Sienta  G,2015,1500,7,42
Honda,Civic Rebirth Oriel Prosmatec UG,2014,1800,5,27
Honda,City 5th Generation 1.3 i-VTEC Prosmatec,2018,1300,5,27.85
Honda,Civic  EXi Prosmatec,2003,1500,5,12.5
Mazda,RX8  Type S,2007,1300,4,70
Honda,City  i-DSI,2003,1300,7,13.8
Honda,Civic Eagle Eye VTi Oriel 1.6,2005,1600,6,13.4
Hyundai,Santro  Club,2006,1000,5,10
Honda,Vezel  Hybrid RS Sensing ,2016,1500,5,
Suzuki,Mehran  VX,2012,800,4,5.45
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,55.5
Suzuki,Cultus  VXR,2018,1000,5,20.65
Honda,Civic  ,1999,1300,5,11.25
Toyota,Passo  + Hana Apricot Collection 1.0,2014,1000,5,24.25
Honda,Civic  Oriel 1.8 i-VTEC CVT,2020,1800,5,51.5
Suzuki,Cultus  VXRi (CNG),2007,1000,5,7.75
Suzuki,Cultus  EURO II,2015,1000,5,14.7
Suzuki,Bolan  VX Euro II,2022,800,5,15.6
Suzuki,Mehran  VX (CNG),2005,800,4,5.45
Suzuki,Mehran  VX Euro II,2017,796,4,10.7
